month,start_time,statistic,total_distance_km,total_minutes,average_pace_min_per_km,RouteAirScore,pm25_route_score,pm25_route_value,pm25_route_relative,o3_route_score,o3_route_value,o3_route_relative,no2_route_score,no2_route_value,no2_route_relative,pm10_1h_route_score,pm10_1h_route_value,pm10_1h_route_relative,co_route_score,co_route_value,co_route_relative,so2_route_score,so2_route_value,so2_route_relative
3,16:00,median,10.0,60.0,6.0,29.522370812985095,31.450171329153548,22.0,-0.5510000000000005,18.186585919517633,0.0446,-0.00035697628458494,44.465795938453724,0.019200000000000002,0.00262924999999996,21.579324671797732,46.599999999999994,-0.25833333333333297,43.52158186769258,0.4,0.003725,27.83549700223614,0.003,2.7826086956520202e-05
